id,original,paraphrased
id_02359,"In patients presenting to the hospital with AAS, prompt treatment with anti-impulse therapy with invasive monitoring of BP with an arterial line in an ICU setting is recommended as initial treatment to decrease aortic wall stress.1-5","For patients admitted with AAS, it is advised to initiate anti-impulse therapy and closely monitor blood pressure using an arterial line in an ICU to reduce stress on the aortic wall."
id_01879,"In patients with functionally limiting claudication and hemodynamically significant common femoral artery disease with inadequate response to GDMT (including structured exercise), surgical endarterectomy is reasonable, especially if endovascular approaches adversely affect profunda femoris artery pathways.32,33","For patients experiencing functionally limiting claudication and significant hemodynamic impairment of the common femoral artery who do not adequately respond to GDMT, including structured exercise, surgical endarterectomy is a reasonable option, particularly if endovascular methods negatively impact the profunda femoris artery pathways."
id_00440,"For intermediate-risk patients with acute chest pain, management in an observation unit is reasonable to shorten length of stay and lower cost relative to an inpatient admission.1-7","For patients with acute chest pain who are at intermediate risk, it is reasonable to manage them in an observation unit to reduce both the duration of their stay and the associated costs compared to inpatient admission."
id_02839,"In patients with HCM who are overweight or obese, counseling and comprehensive lifestyle interventions are recommended for achieving and maintaining weight loss294 and possibly lowering the risk of developing LVOTO, HF, and AF.314–316","For patients with HCM who are overweight or obese, it is advised to provide counseling and implement comprehensive lifestyle changes to achieve and sustain weight loss, which may also reduce the risk of LVOTO, HF, and AF."
id_00439,"For intermediate-risk patients with acute chest pain, TTE is recommended as a rapid, bedside test to establish baseline ventricular and valvular function, evaluate for wall motion abnormalities, and to assess for pericardial effusion.","For patients with acute chest pain at intermediate risk, a TTE is advised as a quick, bedside examination to determine baseline ventricular and valvular function, check for wall motion abnormalities, and detect pericardial effusion."
id_01400,It is reasonable to use VA-ECMO for persistent cardiogenic shock or cardiac arrest due to poison- ing that is not responsive to maximal treatment measures.,VA-ECMO may be appropriately utilized for ongoing cardiogenic shock or cardiac arrest resulting from poisoning when maximal treatment efforts fail to yield a response.
id_02360,"Patients with AAS should be treated to an SBP <120 mm Hg or to lowest BP that main- tains adequate end-organ perfusion, as well as to a target heart rate of 60 to 80 bpm.3,6","For patients with AAS, aim to achieve a systolic blood pressure below 120 mm Hg or the lowest level that ensures sufficient end-organ perfusion, and maintain a heart rate between 60 and 80 bpm."
id_00441,"For intermediate-risk patients with acute chest pain and no known CAD eligible for diagnostic testing after a negative or inconclusive evaluation for ACS, CCTA is useful for exclusion of atherosclerotic plaque and obstructive CAD.1-11","For patients at intermediate risk with acute chest pain and no history of CAD, who are suitable for diagnostic testing following a negative or inconclusive ACS assessment, CCTA is beneficial for ruling out atherosclerotic plaque and obstructive CAD."
id_01401,It is reasonable to use VA-ECMO for persistent dysrhythmias due to poisoning when other treat- ment measures fail.,VA-ECMO can be considered for persistent dysrhythmias caused by poisoning when other treatments are ineffective.
id_02840,"In patients with HCM and hypertension, lifestyle modifications and medical therapy for hypertension are recommended294 with preference for beta blockers and non-dihydro- pyridine calcium channel blockers in patients with obstructive HCM.310,316–319","For patients with HCM and high blood pressure, it is advised to implement lifestyle changes and use antihypertensive medication, prioritizing beta blockers and non-dihydropyridine calcium channel blockers for those with obstructive HCM."
id_01880,"In patients with functionally limiting claudication and hemodynamically significant common femoral artery disease with inadequate response to GDMT (including structured exercise), endovascular approaches may be considered in those at high risk for surgical revascularization and/or if anatomical factors are favorable (ie, no adverse effect on profunda femoris artery pathways).33–40 Revascularization for Claudication: Infrapopliteal Disease","For patients experiencing functionally limiting claudication and hemodynamically significant disease of the common femoral artery who do not adequately respond to GDMT, including structured exercise, endovascular methods can be considered if they are at high surgical risk and/or if anatomical conditions are suitable, such as no negative impact on the profunda femoris artery pathways."
